protein_id,is_curated_GO,pctl_truncated,z_truncated,moderate_truncated,category_truncated,pctl_windowed_mean,z_windowed_mean,moderate_windowed_mean,category_windowed_mean,pctl_windowed_max,z_windowed_max,moderate_windowed_max,category_windowed_max,description,pctl_delta_mean,pctl_delta_max
XP_025876464.1,False,51.092,0.257,False,defense_signaling,92.431,0.8541,False,defense_signaling,98.465,1.0139,False,defense_signaling,XP_025876464.1 lysine-specific histone demethylase 1 homolog 3 [Oryza sativa Japonica Group],41.339,47.373
XP_015614418.1,False,51.092,0.257,False,defense_signaling,92.431,0.8541,False,defense_signaling,98.465,1.0139,False,defense_signaling,XP_015614418.1 lysine-specific histone demethylase 1 homolog 3 [Oryza sativa Japonica Group],41.339,47.373
XP_015630448.1,False,30.822,-0.1186,False,defense_signaling,57.401,0.3448,False,defense_signaling,77.669,0.6221,False,defense_signaling,XP_015630448.1 protein OBERON 4 [Oryza sativa Japonica Group],26.579,46.847
XP_015630446.1,False,30.822,-0.1186,False,defense_signaling,57.401,0.3448,False,defense_signaling,77.669,0.6221,False,defense_signaling,XP_015630446.1 protein OBERON 4 [Oryza sativa Japonica Group],26.579,46.847
XP_015646817.1,False,54.203,0.3011,False,defense_signaling,93.567,0.8769,False,defense_signaling,98.069,1.4016,False,cell_death_HR,XP_015646817.1 DNA polymerase zeta catalytic subunit isoform X4 [Oryza sativa Japonica Group],39.364,43.866
XP_015617116.1,False,41.3,0.0953,False,defense_signaling,65.058,0.4464,False,defense_signaling,84.373,0.7178,False,defense_signaling,XP_015617116.1 phosphatidate phosphatase PAH2 isoform X1 [Oryza sativa Japonica Group],23.758,43.073
XP_015617117.1,False,41.3,0.0953,False,defense_signaling,65.058,0.4464,False,defense_signaling,84.373,0.7178,False,defense_signaling,XP_015617117.1 phosphatidate phosphatase PAH2 isoform X1 [Oryza sativa Japonica Group],23.758,43.073
XP_015617118.1,False,41.346,0.0963,False,defense_signaling,65.038,0.4461,False,defense_signaling,84.373,0.7178,False,defense_signaling,XP_015617118.1 phosphatidate phosphatase PAH2 isoform X2 [Oryza sativa Japonica Group],23.692,43.027
XP_025878519.1,False,41.508,0.0997,False,defense_signaling,72.517,0.5516,False,defense_signaling,84.334,0.7172,False,defense_signaling,XP_025878519.1 protein SHORTAGE IN CHIASMATA 1 isoform X2 [Oryza sativa Japonica Group],31.009,42.826
XP_015617120.1,False,42.011,0.1093,False,defense_signaling,65.802,0.4579,False,defense_signaling,84.754,0.7233,False,defense_signaling,XP_015617120.1 phosphatidate phosphatase PAH2 isoform X4 [Oryza sativa Japonica Group],23.791,42.743
XP_015617119.1,False,42.4,0.1175,False,defense_signaling,65.98,0.4615,False,defense_signaling,84.834,0.7249,False,defense_signaling,XP_015617119.1 phosphatidate phosphatase PAH2 isoform X3 [Oryza sativa Japonica Group],23.58,42.434
XP_015622788.1,False,47.634,0.2041,False,defense_signaling,75.462,0.5924,False,defense_signaling,90.006,0.8114,False,defense_signaling,XP_015622788.1 protein BREAST CANCER SUSCEPTIBILITY 2 homolog B isoform X7 [Oryza sativa Japonica Group],27.828,42.372
XP_015623583.1,False,40.93,0.0883,False,defense_signaling,71.178,0.53,False,defense_signaling,82.746,0.6943,False,defense_signaling,XP_015623583.1 protein SHORTAGE IN CHIASMATA 1 isoform X1 [Oryza sativa Japonica Group],30.248,41.816
XP_015639680.1,False,48.119,0.212,False,defense_signaling,74.935,0.5852,False,defense_signaling,86.533,0.7533,False,defense_signaling,XP_015639680.1 mediator of RNA polymerase II transcription subunit 13 [Oryza sativa Japonica Group],26.816,38.414
XP_015639683.1,False,48.119,0.212,False,defense_signaling,74.935,0.5852,False,defense_signaling,86.533,0.7533,False,defense_signaling,XP_015639683.1 mediator of RNA polymerase II transcription subunit 13 [Oryza sativa Japonica Group],26.816,38.414
XP_015639682.1,False,48.119,0.212,False,defense_signaling,74.935,0.5852,False,defense_signaling,86.533,0.7533,False,defense_signaling,XP_015639682.1 mediator of RNA polymerase II transcription subunit 13 [Oryza sativa Japonica Group],26.816,38.414
XP_015639681.1,False,48.119,0.212,False,defense_signaling,74.935,0.5852,False,defense_signaling,86.533,0.7533,False,defense_signaling,XP_015639681.1 mediator of RNA polymerase II transcription subunit 13 [Oryza sativa Japonica Group],26.816,38.414
XP_015631368.1,False,51.497,0.263,False,defense_signaling,74.847,0.5842,False,defense_signaling,89.635,0.8045,False,defense_signaling,XP_015631368.1 uncharacterized protein LOC4334099 [Oryza sativa Japonica Group],23.35,38.138
XP_015617121.1,False,40.543,0.0801,False,defense_signaling,61.142,0.3937,False,defense_signaling,78.365,0.6324,False,defense_signaling,XP_015617121.1 phosphatidate phosphatase PAH2 isoform X5 [Oryza sativa Japonica Group],20.599,37.822
XP_015647122.1,False,55.728,0.3228,False,defense_signaling,87.096,0.7615,False,defense_signaling,92.685,0.8593,False,defense_signaling,XP_015647122.1 SAC3 family protein B isoform X4 [Oryza sativa Japonica Group],31.368,36.957
XP_015639139.1,False,45.459,0.1715,False,defense_signaling,74.598,0.581,False,defense_signaling,82.382,0.6902,False,defense_signaling,XP_015639139.1 uncharacterized protein LOC4338607 [Oryza sativa Japonica Group],29.139,36.923
XP_015649735.1,False,38.079,0.034,False,defense_signaling,62.224,0.4084,False,defense_signaling,74.826,0.5845,False,defense_signaling,XP_015649735.1 chromatin modification-related protein EAF1 B isoform X2 [Oryza sativa Japonica Group],24.145,36.747
XP_015649923.1,False,58.945,0.3657,False,defense_signaling,86.572,0.7534,False,defense_signaling,94.91,0.9062,False,defense_signaling,XP_015649923.1 histone-lysine N-methyltransferase ATXR3 [Oryza sativa Japonica Group],27.627,35.965
XP_025877668.1,False,33.877,-0.1798,False,NBS_LRR,49.297,0.1162,False,NBS_LRR,69.691,0.4576,False,NBS_LRR,XP_025877668.1 uncharacterized protein LOC4351546 [Oryza sativa Japonica Group],15.42,35.814
XP_015616525.1,False,26.651,-0.2256,False,defense_signaling,50.687,0.2511,False,defense_signaling,62.37,0.4113,False,defense_signaling,XP_015616525.1 uncharacterized protein LOC4323879 [Oryza sativa Japonica Group],24.036,35.719
XP_015637140.1,False,45.037,0.1647,False,defense_signaling,65.172,0.4481,False,defense_signaling,80.169,0.6587,False,defense_signaling,XP_015637140.1 uncharacterized protein LOC107275971 isoform X1 [Oryza sativa Japonica Group],20.135,35.132
XP_015625488.1,False,64.775,0.4447,False,defense_signaling,99.375,1.0761,True,defense_signaling,99.847,1.1348,True,defense_signaling,XP_015625488.1 probable histone acetyltransferase HAC-like 1 [Oryza sativa Japonica Group],34.6,35.072
XP_015649734.1,False,38.419,0.0403,False,defense_signaling,61.137,0.3936,False,defense_signaling,73.423,0.5666,False,defense_signaling,XP_015649734.1 chromatin modification-related protein EAF1 B isoform X1 [Oryza sativa Japonica Group],22.718,35.004
XP_015647230.1,False,53.379,0.2584,False,cell_death_HR,72.423,0.63,False,cell_death_HR,87.619,0.9661,False,cell_death_HR,XP_015647230.1 rRNA biogenesis protein RRP5 [Oryza sativa Japonica Group],19.044,34.24
XP_025883407.1,False,54.358,0.3033,False,defense_signaling,75.706,0.5952,False,defense_signaling,87.225,0.764,False,defense_signaling,XP_025883407.1 uncharacterized protein LOC4345509 [Oryza sativa Japonica Group],21.348,32.867
XP_015648096.1,False,54.358,0.3033,False,defense_signaling,75.706,0.5952,False,defense_signaling,87.225,0.764,False,defense_signaling,XP_015648096.1 uncharacterized protein LOC4345509 [Oryza sativa Japonica Group],21.348,32.867
XP_015648097.1,False,54.358,0.3033,False,defense_signaling,75.706,0.5952,False,defense_signaling,87.225,0.764,False,defense_signaling,XP_015648097.1 uncharacterized protein LOC4345509 [Oryza sativa Japonica Group],21.348,32.867
XP_015639228.1,False,33.273,-0.0649,False,defense_signaling,52.378,0.2742,False,defense_signaling,65.806,0.4596,False,defense_signaling,XP_015639228.1 chromatin modification-related protein EAF1 B isoform X3 [Oryza sativa Japonica Group],19.105,32.533
XP_015619406.1,False,59.878,0.3812,False,cell_death_HR,95.709,1.2481,False,cell_death_HR,92.225,1.1041,False,cell_death_HR,XP_015619406.1 helicase and polymerase-containing protein TEBICHI [Oryza sativa Japonica Group],35.831,32.347
XP_025877669.1,False,59.878,0.3812,False,cell_death_HR,95.709,1.2481,False,cell_death_HR,92.225,1.1041,False,cell_death_HR,XP_025877669.1 helicase and polymerase-containing protein TEBICHI [Oryza sativa Japonica Group],35.831,32.347
XP_015619407.1,False,59.878,0.3812,False,cell_death_HR,95.709,1.2481,False,cell_death_HR,92.225,1.1041,False,cell_death_HR,XP_015619407.1 helicase and polymerase-containing protein TEBICHI [Oryza sativa Japonica Group],35.831,32.347
XP_015625354.1,False,65.499,0.4934,False,cell_death_HR,99.119,1.0549,True,defense_signaling,97.6,0.9802,False,defense_signaling,XP_015625354.1 uncharacterized protein LOC4329342 isoform X2 [Oryza sativa Japonica Group],33.62,32.101
XP_015639227.1,False,33.379,-0.0626,False,defense_signaling,52.15,0.27,False,defense_signaling,65.217,0.45,False,defense_signaling,XP_015639227.1 chromatin modification-related protein EAF1 B isoform X2 [Oryza sativa Japonica Group],18.771,31.838
XP_015615410.1,False,66.856,0.4749,False,defense_signaling,98.412,1.0139,False,defense_signaling,98.687,1.4061,False,cell_death_HR,XP_015615410.1 serine/threonine-protein kinase ATM isoform X1 [Oryza sativa Japonica Group],31.556,31.831
XP_025883058.1,False,60.909,0.3918,False,defense_signaling,89.449,0.8013,False,defense_signaling,92.685,0.8593,False,defense_signaling,XP_025883058.1 SAC3 family protein B isoform X3 [Oryza sativa Japonica Group],28.54,31.776
XP_015639222.1,False,33.273,-0.0649,False,defense_signaling,51.987,0.2679,False,defense_signaling,65.025,0.447,False,defense_signaling,XP_015639222.1 chromatin modification-related protein EAF1 B isoform X1 [Oryza sativa Japonica Group],18.714,31.752
XP_015639223.1,False,33.273,-0.0649,False,defense_signaling,51.987,0.2679,False,defense_signaling,65.025,0.447,False,defense_signaling,XP_015639223.1 chromatin modification-related protein EAF1 B isoform X1 [Oryza sativa Japonica Group],18.714,31.752
XP_015639225.1,False,33.273,-0.0649,False,defense_signaling,51.987,0.2679,False,defense_signaling,65.025,0.447,False,defense_signaling,XP_015639225.1 chromatin modification-related protein EAF1 B isoform X1 [Oryza sativa Japonica Group],18.714,31.752
XP_015639226.1,False,33.273,-0.0649,False,defense_signaling,51.987,0.2679,False,defense_signaling,65.025,0.447,False,defense_signaling,XP_015639226.1 chromatin modification-related protein EAF1 B isoform X1 [Oryza sativa Japonica Group],18.714,31.752
XP_015615417.1,False,66.856,0.4749,False,defense_signaling,98.166,1.003,False,defense_signaling,98.504,1.3514,False,antimicrobial,XP_015615417.1 serine/threonine-protein kinase ATM isoform X2 [Oryza sativa Japonica Group],31.31,31.648
XP_025876325.1,False,66.856,0.4749,False,defense_signaling,97.306,0.9702,False,defense_signaling,98.504,1.1358,False,antimicrobial,XP_025876325.1 serine/threonine-protein kinase ATM isoform X4 [Oryza sativa Japonica Group],30.45,31.648
XP_025878634.1,False,64.883,0.4457,False,defense_signaling,94.577,0.8989,False,defense_signaling,96.171,0.9387,False,defense_signaling,XP_025878634.1 calpain-type cysteine protease ADL1 [Oryza sativa Japonica Group],29.694,31.288
XP_015625426.1,False,64.883,0.4457,False,defense_signaling,94.577,0.8989,False,defense_signaling,96.171,0.9387,False,defense_signaling,XP_015625426.1 calpain-type cysteine protease ADL1 [Oryza sativa Japonica Group],29.694,31.288
XP_015625425.1,False,64.883,0.4457,False,defense_signaling,94.577,0.8989,False,defense_signaling,96.171,0.9387,False,defense_signaling,XP_015625425.1 calpain-type cysteine protease ADL1 [Oryza sativa Japonica Group],29.694,31.288
XP_015646496.1,False,36.519,0.0017,False,defense_signaling,63.039,0.4206,False,defense_signaling,66.889,0.5187,False,cell_death_HR,XP_015646496.1 eukaryotic translation initiation factor 4G [Oryza sativa Japonica Group],26.52,30.37
XP_015625835.1,False,47.575,0.2033,False,defense_signaling,70.664,0.5232,False,defense_signaling,77.913,0.6256,False,defense_signaling,XP_015625835.1 histone-lysine N-methyltransferase SUVR5 isoform X1 [Oryza sativa Japonica Group],23.089,30.338
XP_025876314.1,False,68.566,0.4975,False,defense_signaling,98.523,1.0199,False,defense_signaling,98.687,1.4061,False,cell_death_HR,XP_025876314.1 serine/threonine-protein kinase ATM isoform X3 [Oryza sativa Japonica Group],29.957,30.121
XP_015620388.1,False,57.796,0.3499,False,defense_signaling,78.383,0.6312,False,defense_signaling,87.624,0.7698,False,defense_signaling,XP_015620388.1 uncharacterized protein LOC4352601 isoform X1 [Oryza sativa Japonica Group],20.587,29.828
XP_015620389.1,False,57.796,0.3499,False,defense_signaling,78.383,0.6312,False,defense_signaling,87.624,0.7698,False,defense_signaling,XP_015620389.1 uncharacterized protein LOC4352601 isoform X1 [Oryza sativa Japonica Group],20.587,29.828
XP_015615432.1,False,69.445,0.5094,False,defense_signaling,99.472,1.0846,True,defense_signaling,98.687,1.4061,False,cell_death_HR,XP_015615432.1 serine/threonine-protein kinase ATM isoform X5 [Oryza sativa Japonica Group],30.027,29.242
XP_015647121.1,False,63.681,0.4307,False,defense_signaling,88.012,0.776,False,defense_signaling,92.685,0.8593,False,defense_signaling,XP_015647121.1 SAC3 family protein B isoform X2 [Oryza sativa Japonica Group],24.331,29.004
XP_015637141.1,False,45.037,0.1647,False,defense_signaling,61.865,0.4045,False,defense_signaling,73.996,0.5742,False,defense_signaling,XP_015637141.1 uncharacterized protein LOC107275971 isoform X2 [Oryza sativa Japonica Group],16.828,28.959
XP_015625274.1,False,69.099,0.5049,False,defense_signaling,96.43,0.9444,False,defense_signaling,97.546,0.9781,False,defense_signaling,XP_015625274.1 ATP-dependent helicase BRM [Oryza sativa Japonica Group],27.331,28.447
XP_015623862.2,False,72.23,0.5494,False,defense_signaling,97.184,0.967,False,defense_signaling,99.824,1.1276,True,defense_signaling,XP_015623862.2 SNF2 domain-containing protein CLASSY 4 [Oryza sativa Japonica Group],24.954,27.594
XP_015623860.2,False,72.23,0.5494,False,defense_signaling,97.184,0.967,False,defense_signaling,99.824,1.1276,True,defense_signaling,XP_015623860.2 SNF2 domain-containing protein CLASSY 4 [Oryza sativa Japonica Group],24.954,27.594
XP_015623861.2,False,72.23,0.5494,False,defense_signaling,97.184,0.967,False,defense_signaling,99.824,1.1276,True,defense_signaling,XP_015623861.2 SNF2 domain-containing protein CLASSY 4 [Oryza sativa Japonica Group],24.954,27.594
XP_015626295.1,False,69.079,0.5167,False,cell_death_HR,94.83,1.2098,False,cell_death_HR,96.305,1.2834,False,cell_death_HR,"XP_015626295.1 protein PHYLLO, chloroplastic isoform X5 [Oryza sativa Japonica Group]",25.751,27.226
XP_015614105.1,False,14.693,-0.6752,False,defense_signaling,30.375,-0.1271,False,defense_signaling,41.792,0.1047,False,defense_signaling,XP_015614105.1 uncharacterized protein LOC4349371 isoform X2 [Oryza sativa Japonica Group],15.682,27.099
XP_015647120.1,False,65.776,0.4587,False,defense_signaling,88.2,0.7795,False,defense_signaling,92.685,0.8593,False,defense_signaling,XP_015647120.1 SAC3 family protein B isoform X1 [Oryza sativa Japonica Group],22.424,26.909
XP_015610673.1,False,71.76,0.5415,False,defense_signaling,96.023,0.9345,False,defense_signaling,98.483,1.015,False,defense_signaling,XP_015610673.1 piezo-type mechanosensitive ion channel homolog isoform X5 [Oryza sativa Japonica Group],24.263,26.723
XP_015614104.1,False,14.693,-0.6752,False,defense_signaling,30.187,-0.1318,False,defense_signaling,41.241,0.0946,False,defense_signaling,XP_015614104.1 uncharacterized protein LOC4349371 isoform X1 [Oryza sativa Japonica Group],15.494,26.548
XP_015614106.1,False,15.321,-0.646,False,defense_signaling,30.833,-0.1177,False,defense_signaling,41.241,0.0946,False,defense_signaling,XP_015614106.1 uncharacterized protein LOC4349371 isoform X3 [Oryza sativa Japonica Group],15.512,25.92
XP_015626292.1,False,69.079,0.5167,False,cell_death_HR,93.165,1.1409,False,cell_death_HR,94.588,1.1991,False,cell_death_HR,"XP_015626292.1 protein PHYLLO, chloroplastic isoform X4 [Oryza sativa Japonica Group]",24.086,25.509
XP_015626291.1,False,69.079,0.5167,False,cell_death_HR,93.17,1.141,False,cell_death_HR,94.525,1.196,False,cell_death_HR,"XP_015626291.1 protein PHYLLO, chloroplastic isoform X2 [Oryza sativa Japonica Group]",24.091,25.446
XP_025878395.1,False,69.079,0.5167,False,cell_death_HR,93.151,1.1405,False,cell_death_HR,94.454,1.1932,False,cell_death_HR,"XP_025878395.1 protein PHYLLO, chloroplastic isoform X1 [Oryza sativa Japonica Group]",24.072,25.375
XP_015635442.1,False,73.736,0.6579,False,cell_death_HR,99.464,1.0833,True,defense_signaling,99.03,1.1599,True,antimicrobial,XP_015635442.1 BEACH domain-containing protein C2 [Oryza sativa Japonica Group],25.728,25.294
XP_025882605.1,False,69.394,0.5088,False,defense_signaling,89.513,0.8031,False,defense_signaling,94.539,0.8977,False,defense_signaling,XP_025882605.1 uncharacterized protein LOC4326379 isoform X3 [Oryza sativa Japonica Group],20.119,25.145
XP_015615977.1,False,69.394,0.5088,False,defense_signaling,89.769,0.807,False,defense_signaling,94.426,0.8952,False,defense_signaling,XP_015615977.1 uncharacterized protein LOC4326379 isoform X4 [Oryza sativa Japonica Group],20.375,25.032
XP_015639221.1,False,74.929,0.5871,False,defense_signaling,95.918,1.2585,False,cell_death_HR,99.796,1.714,True,cell_death_HR,"XP_015639221.1 translocase of chloroplast 159, chloroplastic [Oryza sativa Japonica Group]",20.989,24.867
XP_015615969.1,False,69.394,0.5088,False,defense_signaling,89.4,0.8002,False,defense_signaling,94.076,0.8873,False,defense_signaling,XP_015615969.1 uncharacterized protein LOC4326379 isoform X2 [Oryza sativa Japonica Group],20.006,24.682
XP_015643572.1,False,39.113,0.0518,False,defense_signaling,55.89,0.3242,False,defense_signaling,63.652,0.4299,False,defense_signaling,"XP_015643572.1 tRNA(adenine(34)) deaminase, chloroplastic isoform X1 [Oryza sativa Japonica Group]",16.777,24.539
XP_025876572.1,False,69.743,0.5127,False,defense_signaling,89.98,0.8109,False,defense_signaling,94.267,1.102,False,antimicrobial,XP_025876572.1 uncharacterized protein LOC4349418 isoform X2 [Oryza sativa Japonica Group],20.237,24.524
XP_025878398.1,False,69.982,0.5812,False,cell_death_HR,91.617,1.0852,False,cell_death_HR,94.454,1.1932,False,cell_death_HR,"XP_025878398.1 protein PHYLLO, chloroplastic isoform X7 [Oryza sativa Japonica Group]",21.635,24.472
XP_015625836.1,False,53.886,0.297,False,defense_signaling,75.981,0.5991,False,defense_signaling,77.913,0.6256,False,defense_signaling,XP_015625836.1 histone-lysine N-methyltransferase SUVR5 isoform X2 [Oryza sativa Japonica Group],22.095,24.027
XP_025882603.1,False,69.394,0.5088,False,defense_signaling,88.839,0.7909,False,defense_signaling,92.916,0.8631,False,defense_signaling,XP_025882603.1 uncharacterized protein LOC4326379 isoform X1 [Oryza sativa Japonica Group],19.445,23.522
XP_015614081.1,False,34.877,-0.0336,False,defense_signaling,43.368,0.1353,False,defense_signaling,57.82,0.3495,False,defense_signaling,XP_015614081.1 protein NETWORKED 1D [Oryza sativa Japonica Group],8.491,22.943
XP_015646538.1,False,37.989,-0.0541,False,cell_death_HR,52.176,0.2329,False,cell_death_HR,60.853,0.4005,False,cell_death_HR,XP_015646538.1 myosin-1 isoform X2 [Oryza sativa Japonica Group],14.187,22.864
XP_015621713.1,False,72.639,0.5551,False,defense_signaling,90.924,0.8273,False,defense_signaling,95.187,1.0278,False,RLK_defense,XP_015621713.1 putative E3 ubiquitin-protein ligase LIN [Oryza sativa Japonica Group],18.285,22.548
XP_015646537.1,False,37.564,-0.0638,False,cell_death_HR,51.591,0.221,False,cell_death_HR,60.075,0.386,False,cell_death_HR,XP_015646537.1 myosin-1 isoform X1 [Oryza sativa Japonica Group],14.027,22.511
XP_015639386.1,False,27.247,-0.209,False,defense_signaling,42.452,0.1187,False,defense_signaling,49.223,0.227,False,defense_signaling,XP_015639386.1 uncharacterized protein LOC4338944 isoform X2 [Oryza sativa Japonica Group],15.205,21.976
XP_015649820.1,False,24.646,-0.2827,False,defense_signaling,35.697,-0.0143,False,defense_signaling,46.487,0.185,False,defense_signaling,XP_015649820.1 mediator of RNA polymerase II transcription subunit 15a [Oryza sativa Japonica Group],11.051,21.841
XP_015610666.1,False,76.202,0.6042,False,defense_signaling,95.883,0.9299,False,defense_signaling,97.888,0.9952,False,antimicrobial,XP_015610666.1 piezo-type mechanosensitive ion channel homolog isoform X4 [Oryza sativa Japonica Group],19.681,21.686
XP_015639385.1,False,27.54,-0.2008,False,defense_signaling,42.454,0.1188,False,defense_signaling,49.223,0.227,False,defense_signaling,XP_015639385.1 uncharacterized protein LOC4338944 isoform X1 [Oryza sativa Japonica Group],14.914,21.683
XP_015632113.2,False,77.409,0.62,False,defense_signaling,95.643,0.924,False,defense_signaling,98.856,1.0358,False,defense_signaling,XP_015632113.2 uncharacterized protein LOC4331865 [Oryza sativa Japonica Group],18.234,21.447
XP_015643573.1,False,39.113,0.0518,False,defense_signaling,55.951,0.3252,False,defense_signaling,60.554,0.3862,False,defense_signaling,"XP_015643573.1 tRNA(adenine(34)) deaminase, chloroplastic isoform X2 [Oryza sativa Japonica Group]",16.838,21.441
